TID,POST,LABEL
189,"@Monica2112 Oh don't worry, I don't mind if you are.    I'm just happy u want to meet me!",1
725,@Jonasbrothers yay!!!!!! I'm soo excited for the concert!!!  And I'm happy that ure YouTube account is back!,1
657,"i had bad experience with a fandom, and i loved this group. they helped me with my depression/anxiety during college, i was obsessed w this group for years. but the fandom got worse. i still follow the group and listen to their music tho, i just don’t interact w them.",0
207,Happy Mother's day to all the madres out there.,1
396,@TanmoyDas That is my fav song! esp the parah.. reh bhi sakoge tum kaise hoke mujse juda.. phat jayenge deewarein sunke meri sada,0
956,There is concordant ST depression in V3-V5 in the setting of RBBB. The posterior/inferior wall is suffering. This patient need a left heart cath ASAP. Maybe PDA is the culprit.,0
90,"@azmomofmanyhats Thanks, Happy Monday! I hope you have a great day ",1
961,i would love a poster of the last panel of the today's QC comic  so awesome.,1
115,"Extreme sadness, lack of energy, hopelessness, irritability, trouble concentrating, feelings of guilt = symptoms of major depression.",0
730,So what do you do when depression hits hard? you dance around to disco music obviously 😂 it helps your dance skills when your cat is trying to attack your leg while getting down  to staying alive lol,0
12,depression is not a fucking joke bro,0
120,"H8 when people self diagnose or make jokes about depression, addiction & domestic abuse. ur not depressed, ur sad. ur not an alcoholic, ur 23 n drink on weekends. n it's not funny to make jokes about ur bf/gf beating u",0
284,Happy late morning (my time) everyone!,1
540,"Your gonna keep me happy tonight at all costs.,. Thanks Kurt  @kbuech: Hinder ï¿½ Use Me ? http://blip.fm/~6ijw7",1
947,@tanejamainhoon @TrishaBShetty So awesome to see this happening in India finally ... I know exactly how it feels ...As I have been struggling with depression for 18yrs now ( & continue to) ...So it is frustrating when family & friends don't get it that wa,1
879,@lintman That's awesome - what a funny picture (bout the monk) - I love it,1
288,Listening to @joshfullermusic... it's awesome!!!   Link: www.dirtanddiesel.com. check um out!,1
346,Depression trynna creep its way back in my life like lemme alone 😭😭,0
326,Depression and anxiety are hard enough to deal with as it is . Can th world please just go back to normal please .,0
111,I want to share a thought... This is time of distress.... People go into emotional & psychological depression.... Here it's not about money... But a feeling of someone u can talk with and feel reassured....please reach out to people make a call...please....... 2,0
635,@MonBon_afide OMG so awesome!  You guys will have to tell us all about it,1
835,"Wow,ganasnya pukul dada😂,dulu masa kecik mak kata,saya selalu hentak kepala dekat dinding, doktor cakap saya memang ada anxiety dengan Depression daripada kecik",0
871,"@jeremy_lim ah awesome man, good to hear! Felt like it went well on the night too, really enjoyed it!! Can't wait to come back now ",1
883,@pauladeasis Happy birthday Paula! Have a good one.,1
895,"Norway won, im soooo happy, &quot;i'm in love with a fairytale&quot; and he is craaaaazzyy hot -Alexander Rybak, i think i'm in love!!  &lt;3",1
553,"I agree and also don’t like labels. I have CPTSD, depression, anxiety but they’re not WHO I am. Who I am is a child of God, a spiritual being having a human experience and I am no better and no worse than anyone in the face of this planet.",0
505,@mamaspohr that's awesome isn't it?  made my moment!,1
309,"@ddlovato Dude! Edward Scissorhands is awesome... but you need to pack, girllll!! Don't forget your toothbrush haha. Have a blast ",1
244,"[Depression] Ah, are you feeling okay...? It's okay to be sad, just don't forget you have people who care about you.",0
8,@Sunshineliron that was awesome!!,1
202,I gotta touch on that bc it's a huge difference between being sad and having depression..,0
812,i haven't really ever surrounded myself with people who are as funny as me and maybe thats why i have the severe anxiety and depression that i have,0
625,Ooo just joined Kara's club  Awesome Karadioguardi.com  xx,1
115,"@SuperCori haha, me too...we're awesome. ",1
69,"Staggering' Increase in COVID-Linked Depression, Anxiety  https://www.medscape.com/viewarticle/934882?src=soc_tw_share … via @medscape",0
890,Happy bday mom and Tommy!,1
805,another 30 mile bike ride to Mequon and back - took a much more sane route   Lake Drive back into town is awesome!,1
363,what a wonderful DAY. Scott is AWESOME! I'm so happy.  night everyone!,1
793,@dgottesman Happy Birthday!,1
789,"@nicolerichie Yes i remember that band, It was Awesome, Will you please reply ",1
381,"I don't even think I have depression, honestly. I think I'm just sad and lonely and lazy. Mental illness has been a convenient excuse for me.",0
937,Running is my happy place - it helped me to overcome postpartum depression and continues to help me cope with life while also providing a workout to stay healthy. https://ift.tt/2HtOAPFÂ  pic.twitter.com/QVXStW5eus,1
548,Gogol bordello was awesome. really nice night,1
26,"is happy, which is good. planning on walking to school and listening to the fray. funtimes ",1
90,At the melting pot! Happy hour. Yumm.  I hope I don't get bad gas from the cheese n beer LOL!,1
569,Its ok not to be ok #Depression #MentalHealth #LoveLife #WorkHard #Smile #Happy #beautifulLife #LoveLife #Goals #KeepOnTrying #SummerIsComing,1
371,"The beach was awesome today, now for some food at spoons! ",1
628,I cut my hair really really short the result is a bit strange but awesome  I kiff xD,1
606,No I blocked everyone because I'm done having trust in most people I encounter it's bad enough dealing with Depression so I need no more sighs and my name used to also be Depressed_Wrld but I could care less about the last argument we had anyways suicide/depression is real.,0
320,Happy mothers day to all mom...,1
2,Going through depression this bad really makes you see how many people you really are indivisible too. #DepressionIsReal #depressed,0
30,"When I got depression diagnosis, started medication I could'nt tell the reason to my family. Bc the reason is my mom",0
393,I think my next solo compilation is gonna be pretty awesome. I've recorded some good stuff IMO. (Including Lazy Eye gtr lead 1 today.),1
623,I found out today that I get to fly to HK again.....weee  me so happy,1
195,"Another problem: Mothers will bring their newborns for a well-baby visit, but many skip their own postpartum 6-week visit where depression and other potential life-threatening problems may be diagnosed.",0
40,@MysteryGuitarM Happy Birthday! May your day be spent so well that you will never recall the events of said day and night,1
68,"@MJJNews ur an awesome source to follow for all MJ news, especially with the tour  cant wait, keep it up!!!",1
849,"Just interviewed the most amazing person. She beat breast cancer, homeschools and hula hoops and that is awesome. ",1
553,...Oh! Happy MONDAY!,1
975,On my macbook  Inviting Friend to Twitter  and Happy Mothers Day,1
168,"@Popehat @zentropy_ @JeremyRJenkins @marknutter Again, I never claimed to have, that was you. I have met many happy, content people who work with their depression. Hate is a decision, so is happiness. You are aggressively argumentative, not a good look",1
412,"hmmmm I made a picture on paint with orchestra green on it, it had unicorns and stuff it makes me happy ",1
990,"@ethanoort haha Where you worried that I would?    Happy Half Birthday to You, Squash.",1
43,@ElyssaD you feel better now?,0
162,@whitro6060 happy birthday!,1
889,"Happy Mothers' Day to my mom, your mom, his mom and her mom! Woot woot.. moms rule! ",1
50,"This night  It was awesome, I slept at 1 a.m . I watched Kyle XY and SUPERNATURAL , So great !",1
324,Happy Birthday to me!,1
69,"Ans even if he was in depression, then why the hell it was unknown to his own family?",0
946,"@BTS_twt @blueminyoongi_ Bts helped me when i went through depression (it wasn't anything serious), though i was feeling sad everyday and nothing seemed to bring my moods up. So when i stumbled upon them, i seriously started smiling and i immediately love",0
434,"Dancing with my cat through the depression and isolation of the COVID-19 pandemic. For anyone struggling.... here is my story.  http://www.tailsofkalima.com/dancingwithmycat/ …
#cats, #depression,#catlovers #COVID-19, #isolation pic.twitter.com/Pr3QlbcHQU",0
260,Joy~! Your glass chalk is awesome! My truck is all &quot;Fanime&quot;d out now,1
39,take a deep breath...pyuuhhh...whatta a shocking news...but i'm happy,1
904,I voted for you @KevinRudd I think you're awesome  too amazingly enough tho I hated the LIBS getting the stupid GST into Australia,1
245,Happy 50th Update Thing  who wants to party in my pants? ;),1
361,home... so happy for my friends who have next week off,1
820,Back in Greenville. Going to passout for a few days. So happy to be back!!,1
632,Happy Pentecost Day to all of you! May the Power and the Presence of the Holy Spirit bless you richly today and every day in Jesus' Name!,1
682,"No it's not, he has depression now",0
991,distant myself for it then dwell on my misery and trigger my depression not that I have being happy or feeling good about myself these past days . So yeah I wanna take a break from it all and just spend time doing stuff I like/love,1
139,"@graceandmanners are u calling trent a liar. Haha. That's awesome, Toronto show.  what trouble have you been getting into, sir?",1
82,"I've passed alot of feelings (pain, sadness, depression, crying till my last breath) till i've reached to feel nothing. Just nothing, just empty..",0
108,Been a little quiet again since last weekends awesome workshop. Also a little blue (depressionâ¦  https://www.instagram.com/p/Bh_6Cd2lA93/Â ,1
446,Depression strike again and again,0
607,With her best mate   very happy  time to start making plans for the weekend lets get the vodka out and have a good time xx,1
177,"on a happy note, weddings are awesome, and i'm gonna make sure my wedding has an open bar!   ",1
700,@mdcapsgrl He just needs to get a Twitter account too.  That way he can follow Dr. Cullen.  Then he can be happy just like us.,1
231,@saidthewhale great photographs! saw you guys play at the westjet street party. short set but awesome nonetheless,1
938,Happy easter !!! Everyone,1
974,And last but not least; Happy b-day Norway! Its our national day 2day,1
174,"If we leave Takamine alone with just Buchou, I feel like it’ll accelerate Takamine’s depression, and all…",0
399,"Happy #WellnessWednesday! <Emoji: Leaf fluttering in wind>#DYK: research indicates that gardening is great for healing #depression, #anxiety, & #PTSD? Plus you get to harvest healing foods that boost your #immunity & #mood!#Antidepressant Microbes In #Soil: How Dirt Makes You Happy  http://www.gardeningknowhow.com/garden-how-to/soil-fertilizers/antidepressant-microbes-soilÂ â¦ pic.twitter.com/ED2nG7dkLl",1
945,No more excuses. I need to build my photography empire. Can’t let anxiety and depression hold me back.,0
962,"@hotsports Man, that would be awesome, I bet the kids would get along famously! Maybe one day that will happen ",1
394,boys before flowers is AWESOME. specially so yijung and cha gaeul's story. try to watch it. it's great.,1
38,"One for disclosing the mental illness report, second for diagnosis of bipolar depression in just a few sessions, your therapist is a fraud just like you",0
975,"Day 2: food is still gross, and my battles and I are bonding over depression.. “Aweeee you think I’m broken? That’s so cute🥺”",0
136,Happy Birthday to my most favorite person in the whole wide world! love you AB,1
29,"Happy Friday!!!!  I hope all are doing well....the darling son (5) has decided that we should have a cookout - happy, happy, joy, joy   ",1
523,Another day of being fighting against sadness and depression.  https://twitter.com/yesmaahrukh/status/961928911738335233Â â¦,0
203,Just finished leadig praise and worship. By His Grace was awesome...but not nearly as awesome as God is.,1
2,"OPEN INVITE TO MY TWEEPS: My degree show @ LSAD clare st. limerick 13th June 6pm, meet up get pissed  all welcome let me know!",0
805,"Last night made me well happy. Drinking in the meadows, in the sunshine. ",1
923,@itscrystallyn Yaaay! Me happy you likesss it  I think I'm gna blog about black bettys! Spanks for the photos princess &lt;3 Hopeschooliscool,1
480,"Stayed up till now, which is now 5:43am, out with Selene and friends for her bday  was awesome",1
986,I just found you on Twitter. I’m thankful for your honesty about depression. You and Sheila Walsh help so many people by talking about this struggle. Thank you.,0
328,"For the next 6-months, I'm married to an &quot;older man.&quot;  Happy Birthday, Jeremy!  ",1
76,China children in poor rural area with happy smily face  #Xinwen Lianbo  o_o,1
220,FINALLY done with my bathroom after almost 2 yrs. Its late but Im happy to be done. I'll put pics up tmrw  Good Night or Good morning,1
821,"reminder:
some people can’t afford to be diagnosed with depression but do not self diagnose if u are only feeling sad. depression is more than that  https://twitter.com/luvm1lfs/status/1289896782642765825 …",0
861,hello guys today I'm very happy,1
154,Justice k liye bola nhi jata but depression mentally ill in sb p muh khul jata h... 😡😡😡,0
164,"Happy thoughts don't suddenly take away that heavy, dark weight in your chest and in your gut, they don't take you out of the hole you feel like your own brain is stuck in. It's okay to need help because when your depression is THAT intense, you NEED help. You can't do it alone.",1
348,"Treat it like for depression, you just stop being depressed. Just stop being tired. 😂😂🤣
😭😭😭",0
974,Happy Star Wars day everyone,1
213,You ever just... Get happy... To flex on... The homies with depression,1
722,Depression ist not just being sadDepression ist not just being sadDepression ist not just being sadDepression ist not just being sadDepression ist not just being sadDepression ist not just being sadDepression ist not just being sadDepression ist not just being sadDepress-,0
847,"@lindajhutchinso Happy Birthday!  Have a great day , and thank you for following ",1
444,"""I make funnies in LA & the interwebs. #dreambigfighthard @baked_goodes\n#binders"", ",1
152,@expressivemsr my parents r more than happy !! it was just the rest of family wondering about me.my folks r too cool !! left it all on me,1
990,@crusaderz4life Blimey Kev...I thought you were never gonna come up for air...haha,0
415,Bon la vérité c’est que je ne sais pas exprimer mes sentiments et de + je ments à propos d’eux pour pas que je sois refusé (vive l’anxiété bleah) mais il paraît que ça m’a donné plus de depression que d’habitude cette fois-ci,0
333,@vpmedical Saw your comment on http://bit.ly/Y28BO - would love to know how blogging #ff recs works out for you. I'm happy with it,1
675,"Go to the next available mirror and look into it. What and whom do u see? Gloom , despair, frustration, depression. Welcome the new @RanaAyyub 👏👏🤣🤣🤣",0
472,Yall im diagnosed with depression and anxiety attacks. I’m so sick of my friends.,0
182,@thevervekid thank you!! I have much to learn from you still ~  Please keep up your awesome work and vibe  cya again Friday !!,1
784,drowning in this ocean of depression,0
376,@varinn hey homie happy birthday? massive  if so,1
998,@ImASadGiraffe brownies are good any time of day,1
95,happy birthday to me,1
607,@davsot Awesome!  Enjoy the awesomeness of Sennheisers!,1
792,At the station waiting on lauren. Today will be awesome! Jeremy Kyle...your fans are coming!  ufft jeans were so not a good idea today!,1
335,"Daily or regular #physical activity will go a long way in keeping both person #healthy and #happy.It can help #improve memory, keep the person #mentally alert and active and helps fight #depression and many more #disease.To know more >>> @Webs_offer pic.twitter.com/X0iVOhpCIX",1
835,"noodles are not so bad...they give a good balance nutritious food, if prepared well..that is what i get from internet  am happy ",1
422,http://www.flickr.com/photos/shaunae/3489042153/ bwaaahahaha someone called this a koala! xP tee hee. He looks happy though,1
367,"10% off sale on all Worry pets until Friday! 😍
Worry pets are designed for children/adults with #autism, #anxiety and #sensory needs 🥰
 http://Eardleydesigns.etsy.com 
#StandWithSmall #sale #etsy #depression #mentalhealth pic.twitter.com/S5Q99lGekF",0
482,"Nothing pushes me to do better like pain ,depression, and struggle ! I feed off of it because every second spent upset is a wasted moment of being Happy that I can never get back!",1
964,Depression and Sadness.  https://twitter.com/ArabPysch/status/988793211006148619Â â¦,0
764,"Boomers are not Depression-proof, and they have joined the ranks of the downwardly mobile. “High earners: Surprising risk of old age poverty.” This trend started a couple years ago, but the pandemic has accelerated it.  https://twitter.com/lauramiers/status/1289588158208913409 …",0
542,"good morning, Twitterverse and happy Followfriday ",1
724,"@see_line Aw, wa man sad kay ma'buhat sa Multiply. Pictures ang choova ra man. ",0
759,"#musicmonday Happy STAR WARS Day, celebrate by joining!  http://axe-tech.net/forums/...",1
247,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,1
849,@sadieefacee Good things come to those who meet,0
106,HAPPY MOTHERS DAY.!,1
302,"Happy Saturday  good time to rest after a short visit to Rome, Italy... I had such a great time!",1
630,"""funny spongebob image"", ",1
739,@dortt You were dortt? Awesome! Congratulations!,1
83,"""Surgeon, researcher, mother, happy traveller (in days gone by), occasional runner - aspiring to be a couch potato when I find the time"", ",1
319,@ThePUSSITANT1 only if they are sad human beings. I ADMIRE in others what I lack myself and try to emulate them or get them on team,0
370,@qcattq Happy Birthday See you later at little verse it's going to be like old times!  x,1
66,"@happynotsnappy they came out brilliantly, so impressed ",1
768,@caitlinpasko awesome  have you played there before?,1
936,@winnsr Awesome,1
41,"@RanaAyyub you can relate to this 👇, and thus the depression. Please pass it on to your friend 🙂  pic.twitter.com/NJlhFbjeiO",0
612,"Ich finde, niemand ist „normal“ bzw.  gehört der „Norm“ an. Depression gehört zu deiner Normalität, andere haben eine andere Normalität wie z.B. Legasthenie, Migräne, PTBS, MS, Bipolarität, Kleinwuchs, Sehschwäche was weiß denn ich.......irgendwas ist immer! Das ist die Norm! ☺️",0
391,Ador pic.twitter.com/OHesHw7pYG,0
999,"RT @IOwnItMovement:  A2. It can very well drop them into a state of depression or the opposite, state of rebuilding themselves for the better. #PeopleSkillsChat",0
834,The race was awesome!  finally saw jimmie win one in person!,1
742,Changed my email address for Old Navy newsletters and got another &quot;Thanks for signing up!&quot; coupon.  Awesome.,1
267,@kwidrick Awesome.  And here's to a great week.....,1
849,usually what happens when i try to talk more...#anxiety #noonecares #depression #sad #depressed #bpd pic.twitter.com/hmwNcFkEFr,0
174,My room looks like depression season,0
323,@d0opeb0ii sadly you may be right,0
837,Happy Friday Eve everyone...  We're almost there!,1
477,"Masala Wok with @CabbyJames was awesome and enlightening, as always. Great to be back in Houston! ",1
412,"Happy Birthday, Ate Judy! Boardmates' Dinner downstairs ",1
342,yesterday was sooo much fun!! last night too &lt;3  live long and prosper. happy mothers day! ;),1
110,im so happy  - dommie : thanks for your attention i'm so happy jason : you know why i'm so care about your... http://tumblr.com/xcn1wn616,1
802,"I'm depressed , depression always attacks me , I don't feel ok everyday, I'm just fighting over my depression, i was not supposed to be happy today , people now a days doesn't care about how people feels",1
434,I am almost completely soullessI am incapable of being humanI am incapable of being inhumanI am living uncontrollablyIt should be called the anti-depressionAs a friend of mine suggestedBecause it's not the sadness that hurts youIt's the brain's reaction against it,0
195,"@Bunnieblog OK I'm likin' your hubby's idea. Smart man, make the ladies happy ",1
140,So happy for Diversity they deserved to win,1
402,that depression wave really do hit out of nowhere,0
993,Wishing everyone a Happy Mother's Day.  xoxo,1
542,tryna listen to happy songs instead of sad songs to try and undo my depression oof,0
12,@EnvyAmor awesome. July 5th. Save the date  I'm so excited. Xoxo,1
416,I can't sleep I can't eat properly I'm always sadI want to dieWelcome to depression,0
537,@selenagomez I LOVED that movie!!! Zac is awesomeee,1
704,@JohnnyFirecloud Love @antiquiet tho....will def keep up with that..thank you so much for all the info! Rock On! Happy Sunday,1
182,@samdiazzz i'm so happy too!  can't wait till august rolls around... can you say game OVER!? its going to be a sad time for his groupies!,0
471,"@satiricole @Signorella @herbert_farrah 2. ... but to confound gender dysphoria with the insecurities/distress women face today, suggest that the medical definition and symptoms are unknown to her.It is like saying how being sad is the same as years of cl",0
325,"@youquit awesome, ^5! i got my macbook last year for my graduation ",1
53,is watching the logies and eating home made pie in my pj's  awesome night in,1
901,@nmieclki I can tweet u now....yay me *happy dance*  x,1
455,I have not tweeted for SIXTEEN DAYS! I miss it =( I've been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,1
655,Antidepressant of The Day#Depression #Joy #Antidepressant #Medicine #Hope #Rest #Faith #God #Inspire #Encourage #Peace #AntidepressantOfTheDay #Happy pic.twitter.com/YyWEOAaUAE,1
503,@juliebenz Loved the first 'Saints movie... I trust your presence will ensure this one is just as awesome...,1
910,@ainz0417 I'm sorry you are feeling sad and sick. I hope you feel better soon.,0
654,Lmao depression really had me telling people “having a bad week I’ll hit you back when I’m feeling better” and now I’m feeling better and still don’t wanna hit y’all back so sorry not sorry if you don’t hear from me just know I’m good just not w you,0
101,"As a Mum, teacher & survivor of HSC/VCE & the pot-holed road beyond; I can share that things - including anguish, distress, anxiety & depression - do pass; but they’re all aspects of being human that sometimes take over & we need help to navigate! No shame in that. Not for ever!",0
234,"Normalizing Mental Health is important! 

I have struggled with mental health for a long time, especially with medication. I have Generalized Anxiety (leading to depression), Panic Disorder, ODC and BPD. It has been a struggle and i am still fighting to find my normal.",0
515,http://bit.ly/18mdyM  tech is changing the way we FARM!!! AWESOME,1
275,Woken up from two hours of fever dreams to find that my post is back and I have a phone message from an awesome girl,1
763,"imma try using my light instead of sitting in the dark all day, maybe that’ll cure my depression 😼",0
25,"Day 27 even though I said 26 of 30 - 25 press ups a day to raise awareness for mens mental health, PTSD, anxiety, depression and suicide. A pleasure to be joined by my step father today who suffers with depression @NewportMind @ctmmind @DarrenT87369147 @MindCymru @MindCharity. pic.twitter.com/8MbZv758Cx",0
697,"wyn takes 5 mins to prepare to go out, while mel takes 5 hours.  :p  happy birthday again my friend!",1
674,Happy Mother's Day,1
657,I just saw Night at the Museum 2.  It was AWESOME!,1
128,Is it because those same people see more death and destruction if trump “wins” four more years???Good to know a pandemic and an economic depression were the wake-up calls ....sigh.,0
881,Depression. When you wake up in your nightmare and cannot go back to sleep.,0
659,@JonathanRKnight I'm just happy I get to be there.,1
556,"Remember this.
#mentalhealth #mentalhealthawareness #anxiety #selfcare #depression #selflove #love #mentalhealthmatters pic.twitter.com/rAHDCKpEtU",0
442,Happy Sunday to all! Getting ready to go to church!  I LOVE GOD SO MUCH!!!! DO U? Take care friends!!!,1
591,"""Love people, love humanity"", ",1
72,@birdblogger so happy maybe it was the same one it made my day,1
769,"trying to find a binder to put my finished project in  eep, i'm so happy",1
854,damn morning depression has a whole other type of power over me,0
264,"To those who Fight   Addiction, Mental Illness, Depression, Anxiety, Death, HeartBreak, Suicide. You are NOT alone. I am here WITH you. You are strong and you’ve been put in this situation to test your readiness for life. but You are RESILIENT.",0
519,You Are Totally Awesome!,1
577,"Ini foto pertama win yg gue simpen, his smiles is soooo freaking pure like nobody can beat his smile in this world, maybe he's an angel that God sends for came to earth and helping me from depression in the middle of this pandemic situation, i love him so much❤ stay safe awin ku  pic.twitter.com/5BNuIc836Z",0
19,@tommcfly Eclipse is awesome  it's better than new moon,1
159,"finally finished breaking dawn! SOOO GOOD! sad to see it end tho :/ gonna find some food &amp; then get some work done, now rather than later ",0
470,"FLEABAG+SELFISH CROCWhen Ned the Shire Horse injures his leg, he can no longer work. Too sad to go out, he fears the slaughterhouse. But Farmer Bill won't let an old friend down & helps Ned overcome his depression & find a new job giving rides to kids.#PB #own #DVpit #DIS",0
325,@jonthanjay awesome  i have one...there's some cool games on there,1
498,Many thanks to @CattyG @poptopvw for noting little old me on this happy #followfriday. Very flattered,1
391,"- single mai hun
- Neend mujhe nahi aati
- Padai mujhse nahi hoti
- Depression ne mere sath dosti karli hai
- Dhoka mera bhai bana hua hai

Ab in sabke sath jeeye to kese jeeye??? 
😒😒🙄🙄",0
184,@teenhearts: awesome. BTW I'm stoked to get ur cd. I just ordered it.,1
422,@perezhilton http://twitpic.com/6fwgq - This level of cute is ridiculous! He looks so happy too!,1
152,Happy Sunday - going for a ride on the Harley today,1
863,"Depression comes in waves and brother, I'm ready to hang 10.",0
872,"@Delavegalaw I'm so happy I found and followed Elizabeth, her tweets are like medication for depression!",1
855,Happy mothers day  the greatest mothers day gift is too see our kids serving god,1
922,"Do me a favour and just accept me for who I am, stop trying to fix me like I'm some extreme make over barbie doll kids play with, nobody's perfect, I'm happy the way I am right now, suffering depression is bad enough as it is as well as suffered heavy menstrual vaginal bleeding",1
19,@kvanduyne I am happy you and mandy had a safe trip.  I have never been to VA Beach.. Enjoy,1
237,"i was literally gaslighted by my ex for being bipolar. i have toxic and manipulative traits, but i’m literally just me? i’m not perfect, i have a fucking illness, don’t expect us to be perfect, and don’t romanticize depression but call people with bpd crazy in the same breath",0
162,awww her husband cooked for us! awesome times girls! i love you,1
613,Building houses for cheap! Not really making much money but happy to be working.,1
146,"At any point of time,have I commented on the case specifics?..I am not police,I will not participate in this circus of conspiracy theories..my only issue is with people who think mentally strong can't have depression..I am concerned about mental health issues and conversations",0
107,@BryanGwin i can see that. haha  and wait. I checked your band's myspace page and i got to stay. your music is definitely awesome. (:,1
185,"@philgerb I am happy to hear that all is well. As for me, I cannot complain. Life is good. Got my health and a roof over my head. ",1
152,"i wish i could just have one day where i was actually happy but alas,,,, my depression and bpd will not let that happen c:",1
163,http://twitpic.com/3pd5a - makapu'u beach 2... my camera phone is awesome capturing blue,1
144,I Feel Bad For The Homie @sadkatelyn Sooooooo Much Depression,0
358,loved the cs graffiti life show. awesome night. i'm really proud of myself because i didn't feel the need to hold back my feelings.,1
804,"Really sad one
Atalanta forward, Josip Iličić found his wife cheating when he went to surprise her in Slovenia and now he's in depression considering to quit football. 

Iličić is not going to play vs PSG which is the biggest game of his life.  pic.twitter.com/c9yIX7n335",0
698,"Building collapse survivors prone to depression, aggression —Experts  https://naijastreettalk.com/2020/08/02/building-collapse-survivors-prone-to-depression-aggression-experts/ …",0
749,"Unconfirmed rumors;

It appears that Josip Ilicič might be considering retirement from Football.

He fell into deep depression after he caught his wife cheating on him. 

So sad!  pic.twitter.com/7w7JLDfbv1",0
714,"just woke up,happy mothers day ",1
252,"@TheDragan2121 My depression decided to rear it's ugly head, sadly because of a spark of Jealousy... And I hate being Jealous, so my day kinda tanked, and my week has been plunged into the depths.",0
555,"has found and bought an awesome book today, entitled: &quot;20 Essays Written by 20 Somethings.&quot; ",1
124,@adamagee awesome! super stoked for the new album,1
287,"if it makes you happy why not?!?  happy mothers day! Thanks to all those mothers, cuz my cute friends would not be possible without you.",1
39,"Happy birthday to y bestfriend, Jacklyn Nicole DeCastro. I love you beezy ",1
557,"@sorgeweniger ich glaube, dass ist ein wichtiger punkt. weder die bedürfnisse, noch die wünsche werden erfüllt. vorallem ärmere menschen haben oft SO VIEL leidenschaft und interesse und NICHTS wird erfüllt. das treibt viel weiter in die depression. b",0
129,"Social anxiety, OCD, epilepsy, short term memory loss (due to anti-epileptic drugs) & depression are all making my life a hell. But I'm just living for the three most important people in my life and pretending and sometimes lying to myself that everything is fine with my life. 😊",0
72,@anitafiander Thanks... Happy Mother's Day to you too,1
835,"Mental weakness refers to the negativity, too much anxiety and depressive thoughts inside your mind. This is identified by : getting too emotional at times, lack of self-confidence, Anxiety, depression, Overthinking, Taking a lot of unnecessary tension, etc.#BEAWARE",0
141,@mysteriousmysti hope u have alotta fun seeing green day. they're an awesome band,1
9,"Depression dies blow, hope it passes soon.",0
279,"is studying once again.. Happy 4/20, everyone.  xx",1
149,Looking forward to a beautiful and relaxing weekend and Game 3 tonight!! Happy Memorial Day Weekend,1
21,Why oh why is it so hard for me to get motivated to start working out? I am so lazy! Happy Friday.. the weekend is almost here,1
274,"Anyone ever feel like u are actually suffering from mild depress, like no, u r not saying u really are having depression, but u got like a small portion of deep sadness inside but u r denying it n lying to your heart bcuz yknow, u can keep denying it anyway. same.",0
157,"#Depression has many clusters and can look differently even in similar people.
 https://buff.ly/3hSgh6H  #mentalhealth",0
647,"I fucking hate those people so much. Those people who go """"""""I was depressed but then I just started thinking happy thoughts and then that cured it :)""""""""Cool. So you didn't have depression. You were just sad for a while.""""",0
692,@THEREALSWIZZZ say happy WED*  peace*,1
37,long naps make me happy,1
277,happy birthday to me  &lt;3,1
946,"I’ve personally seen an increase in suicides, ODs and am watching a number of friends and family struggle with deep depression.
I know that’s anecdotal, but I believe it’s a trend that others are seeing as well.",0
537,Have you ever witnessed the downward spiral of an overtired child from happy and alert to suddenly cranky? What are the links between insomnia and  depression? Dr Tammra Warby answers many of these questions here.  http://bit.ly/2Hjm8A1Â  #Mindset #DrTammraWarby pic.twitter.com/H7bm0tROr4,1
870,Please depression disappear. This shit haunts me daily. My dreams have been really nice they just never materialize. Just fear & sad emotions rule my mind. Sorry but this is where I vent. I know I'm a loser but hey things could change. I hope & pray for it to happen foe me,0
813,"Happy Birthday to my Grandpa.  He has 3 cats, but I still love him. ",1
856,"""Welcome to the future! Are we having fun yet?\n\nCrypto-Chef & Nutro-Futurist\n\n#NJ American \ud83c\uddfa\ud83c\uddf8 \n\n\u2764 blocking bigots \n\n#CancelFacebook"", ",1
839,I'm sad and don't know why. Assuming depression is deciding to kick my teeth in like an asshole.,0
827,@williambason @ajhice I'm lucky to have such great friend that would drive 7 hours each way just to watch me race....awesome. Thanks guys,1
998,I really just want this depression to be over. I want a night I don't cry myself to sleep anymore. I just want to be happy. I want it to be over :(,1
321,"Mounting evidence shows exercise can prevent depression  https://buff.ly/2HXS3agÂ  Yep, that's why I am happy :) pic.twitter.com/4m8QZPUtQI",1
26,Happy birthday to my wonderful mother and to @katiesantry,1
610,"Happy Birthday, Dad ",1
644,"Back from a fantastic birthday gathering in Hyde Park. Full of sunshine, fantastic food and pure glee. Awesome friends are awesome ",1
969,Brewing my coffee from @grindincoffeeco and then booting up the stream. My depression isn't crippling today so I want to take advantage.,0
105,Can we stop making depression/anxiety/mental health issues a trend? Cause there is sure as hell a lot of fake depressed people now,0
992,"""relatable & funny content only 1 just follow me thank you \u2665\ufe0f"", ",1
342,@echobase77 Yeah I'm never prepared for FF and I never have a list of names I can write down. It's pretty sad,0
22,"A3
You're filled with anxiety and depression, as well as loneliness.
#PeopkeSkillsChat https://twitter.com/KateNasser/status/1289927921033809925 …",0
318,Depressed or Just Sad? 5 Signs of Depression - Many Words One Voice  https://buff.ly/2vFM7jHÂ ,0
